"","(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one","(2S)-2-[[(2S)-2-azaniumyl-4-methylpentanoyl]amino]-3-phenylpropanoate","(7r)-4,7-Dihydroxy-N,N,N-Trimethyl-10-Oxo-3,5,9-Trioxa-4-Phosphaheptacosan-1-Aminium 4-Oxide","(R)-(+)-Atenolol","(R)-Baclofen","(R,S)-ANATABINE","1,5-isoquinolinediol","1-Isomangostin","1-O-palmitoyl-sn-glycero-3-phosphocholine","1-Oleoylglycerophosphocholine","1-Palmitoylglycerophosphocholine","1-oxo-1,2-dihydroisoquinoline-3-carboxylic acid","1-phenyl-1H-pyrazole-5-carboxylic acid","1453-93-6","15861-40-2","2,3-Diaminonaphthalene","2,3-Diaminonaphthalene (Chimeric precursor selection)","2,6-DIMETHYLQUINOLINE","2-(1H-imidazol-2-yl)benzoic acid","2-Amino-1-phenylethanol","2-methyl-3-(pyridin-2-yl)benzoic acid","2-oxo-1,2,3,4-tetrahydroquinoline-4-carboxylic acid","2-phenyloxazole-5-carboxylic acid","2227803-25-8","23012-16-0","2971-31-5","3-(2-aminocyclohexyl)propanoic acid","3-Acetamidobenzoic acid","3-Acetamidophenol","3-Cyclopropylquinoline-2-carboxylic acid","3-isomangostin","34014-51-2","4-Aminoquinoline-2-carboxylic acid","4-hydroxyisoquinoline-3-carboxylic acid","4-methyl-2-propyl-1,3-oxazole-5-carboxylic acid","4-methylquinoline-6-carboxylic Acid","5-methyl-1-(4-methylphenyl)-1H-pyrazole-4-carboxylic acid","5-methyl-2-(3-methylphenyl)-1H-imidazole-4-carboxylic acid","76474-56-1","8-Aminooctanoic acid","8-HYDROXYQUINOLINE","8-HYDROXYQUINOLINE (Chimeric precursor selection)","8-methylquinoline-5-carboxylic acid","883715-21-7","890-38-0","961-07-9","98483-00-2","Ala-phe","BEPHENIUM","Benzododecinium","Bisdemethoxycurcumin","Butylscopolamine","CHEMBL5028245","CID 6993119","Cer 18:1;2O/16:0","Cer 18:5;2O/9:0;O","Cer 27:5;3O","Cer 34:1;2O","Columbamine","Cratoxyarborenone E","Cratoxylone","D-Tryptophan","D-phenylalanine","D-tyrosine","DL-Tryptophan","Demethoxycurcumin","Fendizoic acid","Feruloylputrescine","GARCINONE D","GLYCOCHENODEOXYCHOLIC ACID","Garcinone C","Glycitein","Glycocholic acid","Glycoursodeoxycholic acid","H-ILE-TRP-OH","H-gamma-glu-phe-oh","Hispidol","INDOLE-3-CARBOXALDEHYDE","INDOLE-3-CARBOXALDEHYDE (Chimeric precursor selection)","Indolizine-1-carboxylic acid","Jatrorrhizine","Jineol","L-phenylalanine","L-tryptophan","L-tyrosine","LETESTUIANIN B","LEVOFLOXACIN","LPC 16:0","LPC 16:1","LPC 18:0","LPC 18:1","LPC 18:2","LPC 18:3","LPE 16:0","LPE 18:0","Levocetirizine","METHYL NICOTINATE","Moxacin","N-(5-acetamidopentyl)acetamide","N-Valylphenylalanine","NCGC00024645-01","NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","NCIOpen2_005816","Oleamide","PAF C-16-d4","Phe-ala","Piperolein B","Robinetin","SCHEMBL3706","SCHEMBL424527","SPB 18:0;2O","SPB 18:1;2O","Solanidine","Sulfachloropyridazine","TAUROCHENODEOXYCHOLIC ACID","TAUROCHOLIC ACID","TAURODEOXYCHOLIC ACID","Tauroursodeoxycholic acid","Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate","UFIPRAZOLE","VORTIOXETINE","Val-Tyr","Vidarabine","Z2961795382","abacavir","amitriptyline","amoxicillin","aspartame","atenolol","atorvastatin","baclofen","berberine","celecoxib","cetirizine","cholic acid","ciprofloxacin","curcumin","daidzein","diphenhydramine","diprotin A","doxepin","doxycycline","enoxolone","famotidine","fluconazole","gabapentin","gamma-Mangostin","genistein","glycodeoxycholic acid","hydroxyzine","lisinopril","loperamide","m-Tyramine","metoprolol","minocycline","minocycline zwitterion","montelukast","mycophenolic acid","naringenin chalcone","nortriptyline","octopamine","ofloxacin","piperine","protriptyline","ranitidine","sertraline","sphingosine","sulfadimethoxine","sulfamethazine","sulfamethizole","sulfapyridine","trans-Zeatin","trazodone","trimethoprim","tryptamine","tyramine","tyramine (Chimeric precursor selection)","valsartan","sample_clean"
"PLCL19620",0,143285,2580,0,0,10224,0,5192,0,16490,0,0,0,4564,0,0,0,22385,0,20820,4860,0,0,3172,0,0,0,0,11570,810,2596,0,0,0,0,0,1586,1586,0,0,0,0,0,10484,3072,28116,0,3075,0,153960,27900,0,0,0,616,1399,2878,616,3868,2596,2596,0,0,4569,0,19210,0,0,0,0,0,0,0,0,0,7272,0,0,0,0,5802,0,0,0,10661,0,4280,0,0,860,1649,0,0,70490,4903,0,0,3532,0,0,0,0,0,0,6020,1230,21370,0,0,0,0,3602,0,0,0,0,0,0,0,0,0,5506,28116,0,267400,0,14128,6573,0,9632,0,0,0,0,11524,8920,0,0,0,0,0,6690,5152,0,0,9300,0,0,0,39420,0,36110,4764,0,0,0,0,6490,0,0,9522,1070,17550,0,15650,137200,36020,0,0,0,510800,3120,0,0,15336,4764,2382,0,"PLCL19620"
"PLCL19625",0,0,3888,0,0,0,0,6548,0,0,0,0,0,0,0,0,0,0,0,0,3462,0,0,0,0,0,0,0,5440,577,3274,0,0,0,0,0,0,0,0,0,0,0,0,6178,4024,0,2194,3175,0,38388,21050,0,0,0,584,0,9294,584,0,3274,3274,0,0,0,0,0,0,6270,0,0,2412,4914,0,0,0,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,2616,0,0,4480,0,0,0,0,0,0,9072,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240,0,0,0,0,17920,4872,0,4240,0,0,0,0,4944,8648,0,0,0,0,0,0,0,0,0,7600,3618,0,0,0,0,9990,0,0,0,0,0,0,0,0,10794,0,0,0,6170,73960,0,0,0,40250,0,2164,0,0,0,0,0,0,"PLCL19625"
"PLCL19626",0,0,3156,0,0,0,0,8728,3884,11540,5826,0,0,0,0,0,0,0,0,0,3156,0,0,0,0,0,0,0,6540,5298,6714,0,0,0,0,0,0,0,0,0,0,0,0,6336,10016,0,0,0,0,74160,40400,0,0,0,630,0,6408,630,13556,4834,3894,0,2852,0,0,9220,0,0,0,0,0,0,4130,0,0,3567,0,0,0,0,20334,0,11408,0,0,0,0,971,0,1052,1154,0,0,0,3051,0,0,1526,0,0,0,0,0,0,7364,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,3828,0,0,0,0,6104,8323,0,6032,0,0,0,0,7968,0,0,0,0,0,0,0,0,0,0,7410,0,0,0,76480,0,6310,68680,0,0,0,0,0,18470,0,7218,0,0,0,0,18270,0,0,28440,0,0,0,0,0,0,68680,34340,0,"PLCL19626"
"PLCL19628",0,150010,2775,1154,0,0,0,5236,5252,16870,7878,0,0,0,0,0,0,0,0,1219,4410,0,0,0,0,0,0,0,10130,735,2618,0,0,0,0,0,0,0,5358,0,0,0,0,0,23884,4640,0,2540,0,111360,41780,0,0,0,588,0,20140,588,11552,2618,2618,0,0,2349,0,31960,0,6210,0,0,0,0,0,0,0,4098,0,0,0,0,17328,0,0,0,5481,3572,4408,1313,0,925,1687,0,0,0,3512,0,0,6102,0,0,0,0,0,0,6475,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5702,4640,0,0,0,24408,9562,4616,8968,0,0,0,0,9216,7208,0,0,0,0,0,0,32080,0,0,7850,0,0,0,0,0,44740,4476,0,0,0,0,0,0,0,11184,1102,0,0,22130,35470,0,0,0,0,0,2872,0,5030,0,4476,2238,0,"PLCL19628"
"PLCL19631",0,0,2343,0,0,0,0,2212,4488,62600,6732,0,0,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,5660,0,1106,0,0,0,0,0,0,0,9876,0,677,1354,0,5572,3024,0,0,0,0,804600,65890,0,0,0,3768,0,0,3768,0,1106,1106,0,2102,0,0,0,0,5220,0,0,0,0,0,0,0,3336,0,677,677,0,0,0,8408,0,0,6584,0,1122,0,781,6260,810,6648,0,9278,0,0,1556,0,0,0,7824,0,0,5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5526,0,0,0,0,6224,7784,0,0,0,0,0,0,0,4536,0,0,0,0,0,0,2952,0,0,7760,0,0,0,55690,0,0,63160,0,0,0,0,0,0,0,4284,0,0,0,9580,0,0,0,0,0,0,2844,0,0,0,63160,31580,0,"PLCL19631"
"PLCL19689",0,0,3894,0,0,0,0,5564,0,0,0,0,0,0,0,0,0,0,0,522,4044,0,0,0,0,0,0,0,8590,674,2782,0,0,0,0,0,0,0,3480,0,0,0,0,6580,7004,0,2584,0,0,23940,25820,0,0,0,817,0,0,817,2444,2782,2782,0,0,3165,0,14570,0,5490,0,2404,0,0,0,1202,0,4512,0,0,0,0,3666,0,0,0,7385,2320,0,0,0,1298,0,964,0,0,2411,0,0,1882,0,0,0,0,0,0,9086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5596,0,0,0,0,7528,10528,0,25016,0,0,10274,0,0,6344,0,0,0,0,0,0,7816,0,0,8250,0,3162,2404,16100,0,0,6896,0,0,0,0,0,0,0,15012,0,0,0,17070,16160,0,0,0,0,0,3588,0,0,0,6896,3448,0,"PLCL19689"
"PLCL19696",0,22239,2784,1440,0,4132,1022,5352,2540,19010,3810,0,0,0,0,0,0,13605,0,14140,4932,0,0,2328,0,0,0,0,0,822,2676,0,0,0,4248,0,1164,1164,0,0,0,0,0,7984,8672,0,3122,0,0,139980,25940,0,0,0,623,0,30430,623,6156,2676,2676,0,0,1764,0,7590,0,0,0,0,0,0,0,0,4505,12855,0,0,0,3066,9234,6132,0,0,4116,0,0,635,0,928,1901,0,0,40230,3308,0,0,6344,0,0,0,0,0,0,6496,0,0,0,0,0,0,1014,0,0,0,0,0,0,36040,0,0,4660,0,0,173100,0,25376,0,5760,9304,0,5270,0,0,9272,0,0,0,0,0,0,10710,4144,0,0,6020,0,0,0,0,0,11120,0,0,0,0,0,20100,0,0,6066,0,0,0,7000,53680,10140,0,0,0,188200,0,10790,9660,6198,0,0,0,"PLCL19696"
"PLCL19698",7188,0,3060,0,0,0,0,6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044,0,0,0,0,0,0,0,3384,0,0,0,0,5464,4712,0,0,0,0,0,57970,0,0,0,736,0,0,736,0,3044,3044,0,0,0,0,41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,0,0,0,1020,0,0,1164,0,2975,33670,0,0,0,0,0,0,0,0,7140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402,0,0,0,0,0,0,0,0,0,0,0,14430,0,0,16772,0,0,0,0,0,0,0,0,6690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,26970,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL19698"
"PLCL19699",0,0,2550,0,0,0,616,4696,15320,18820,22980,0,0,3888,0,0,0,0,0,916,4122,0,0,0,0,0,0,0,10400,687,2348,0,0,0,0,0,0,0,10878,0,0,0,0,9916,14888,15084,17348,3595,1798,104460,26300,0,0,0,0,0,10140,0,3128,2348,5652,0,0,2346,0,91510,0,5900,4956,0,0,11226,0,0,26660,5865,15560,0,0,1848,4692,3696,0,0,5474,7252,5048,3830,0,850,1882,0,0,0,5506,0,0,11172,0,0,32400,0,0,0,5950,1438,0,1560,0,0,0,0,6392,12340,0,0,0,0,213280,0,0,5288,15084,0,0,0,44688,13685,0,6568,0,30120,0,0,12256,8264,0,23340,16182,0,0,50870,4324,0,0,7510,0,0,0,22300,0,19480,0,0,0,0,0,249300,0,0,11970,1262,0,0,5180,77850,0,0,0,0,0,5384,60600,0,0,0,0,0,"PLCL19699"
"PLCL19700",0,13475,3471,1358,0,0,0,4668,20480,0,30720,0,0,0,0,0,0,0,0,1893,6318,0,0,0,0,0,6150,1316,12880,1053,2334,0,0,0,4984,0,0,0,63780,733,0,0,0,7044,18336,0,3174,0,0,111000,24090,0,0,0,687,0,30770,687,22160,2334,7922,0,0,5526,0,11160,0,16960,8382,0,0,0,0,0,0,5955,0,0,0,0,33240,0,0,0,12894,42520,0,5120,0,1157,0,0,0,0,5016,0,0,5668,0,0,0,0,0,0,8099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9968,0,0,0,0,22672,13895,5432,0,0,0,0,0,8052,6224,0,0,0,0,0,0,0,0,0,8050,0,6528,0,0,0,8280,6224,0,0,0,0,0,0,0,23892,0,0,0,30600,98060,0,0,0,0,0,3432,0,0,0,6224,3112,0,"PLCL19700"
"PLCL19702",1674,0,2751,1034,0,0,0,4644,5180,10030,7770,0,0,0,0,0,0,0,0,0,4782,0,0,0,0,0,0,0,40200,797,2322,0,0,0,0,0,0,0,4062,544,0,0,0,10400,55120,0,1158,0,0,79740,72810,0,0,0,723,0,2418,723,9932,2322,2322,0,0,8166,0,68960,0,6060,0,0,0,0,0,0,0,5034,0,0,0,0,14898,0,0,0,19054,2708,0,1295,0,917,1003,0,0,0,5306,5005,0,1696,0,0,0,0,0,0,6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880,0,7258,0,0,0,0,6784,11746,4136,13232,0,0,27000,2145,5328,28968,3906,0,0,0,3274,0,3576,103000,0,6980,0,0,0,84030,0,0,10008,0,0,0,0,0,0,0,10980,0,0,0,5690,80300,0,0,0,0,0,0,0,0,0,10008,5004,0,"PLCL19702"
"PLCL19707",0,0,3069,2170,0,0,0,4780,2524,0,3786,0,0,0,0,0,0,0,0,0,7590,0,0,0,0,0,0,0,12840,4145,2390,0,0,0,5344,0,0,0,6336,765,0,0,0,7802,24900,2508,7030,0,0,50034,25820,0,0,0,769,0,55720,769,11956,2390,7154,0,0,3579,0,7980,0,11260,7146,0,2768,9264,0,0,0,9582,0,0,0,0,17934,0,0,0,8351,4224,4560,631,0,1023,0,517,0,0,4246,0,0,10722,0,0,0,0,0,0,7161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12056,2508,0,0,0,42888,22358,8680,7768,0,0,0,0,14532,9704,0,0,0,0,0,0,0,0,0,7230,4152,0,0,0,0,19590,3584,0,0,0,0,0,0,0,22074,1140,0,0,32020,52670,0,0,0,32720,0,5980,0,0,0,3584,1792,0,"PLCL19707"
"PLCL19708",0,0,2397,0,0,0,1559,5420,3256,0,4884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710,0,0,0,0,0,0,0,0,0,0,0,0,10714,2712,0,0,4425,0,52098,48510,0,0,0,0,0,0,0,0,2710,2710,0,1634,0,0,390750,0,0,0,0,0,0,0,0,0,0,0,0,0,4677,0,9354,6536,0,0,0,0,814,0,799,0,0,0,0,4609,0,0,0,0,0,0,0,0,0,5593,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,8690,0,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860,0,0,7020,0,0,0,0,0,0,70800,0,0,0,0,0,0,0,4008,0,0,0,0,8980,0,0,0,0,0,0,0,0,0,70800,35400,0,"PLCL19708"
"PLCL19714",0,36680,3078,0,0,0,0,6076,6788,7380,10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3038,0,0,0,0,0,0,0,11226,0,0,0,0,8066,9632,0,1052,3445,0,47394,30380,0,0,0,501,0,9513,501,6620,3038,3038,0,0,0,0,6980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9930,0,0,0,0,7484,0,1697,0,1026,738,0,0,0,4105,0,0,2724,0,0,0,0,0,0,7182,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7870,0,0,0,0,10896,0,0,5208,0,0,0,0,2076,0,0,0,0,0,0,0,2080,0,0,8180,0,0,0,7540,0,15250,3544,0,0,0,0,0,0,0,20112,0,0,0,19870,93540,0,0,0,0,0,0,0,0,0,3544,1772,0,"PLCL19714"
"PLCL19715",0,9807,3249,0,0,0,10090,7469,5704,22610,8556,0,0,0,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5732,0,0,0,0,0,0,0,3744,0,892,1784,0,0,10672,0,4424,0,0,159300,32020,0,0,0,601,0,109100,601,9188,4134,3335,0,1330,0,0,9740,0,0,0,0,0,7236,0,0,918,0,3628,892,892,30270,13782,60540,5320,0,0,2496,0,1426,0,1083,2261,0,0,0,3685,0,0,8256,0,0,0,0,0,0,7581,0,0,0,0,0,0,0,5324,0,0,0,0,0,7344,0,0,0,0,0,0,5720,33024,0,0,11816,0,6740,0,0,118324,0,0,5442,0,0,0,16560,0,0,0,6850,0,7578,0,5660,0,66220,2904,0,0,0,9696,47860,0,0,5886,0,0,0,0,62640,0,0,0,0,0,3308,22130,8470,0,2904,1452,0,"PLCL19715"
"PLCL19718",2472,0,3168,0,0,0,707,4572,0,0,0,0,0,0,2211,0,0,0,0,0,0,0,0,0,0,0,0,0,14910,0,2286,0,0,0,0,0,0,0,0,0,737,1474,0,7948,45600,0,1082,0,0,45492,31910,0,0,0,676,0,4892,676,7668,2286,2286,0,0,6177,0,25430,0,0,0,0,0,0,4837,0,2867,6759,0,737,737,2121,11502,4242,0,0,14413,0,0,0,0,1056,0,889,640,0,3983,7196,0,0,0,0,0,0,0,0,7392,0,0,0,0,0,0,0,0,0,0,0,0,0,22936,0,0,3092,0,0,0,0,0,15771,0,8576,0,6000,0,3084,2040,6976,5768,0,0,0,1224,0,4948,0,0,6210,0,0,0,93380,0,0,2824,0,0,0,0,10740,0,0,6282,0,0,0,0,121300,0,0,0,0,0,2892,9720,0,0,2824,1412,0,"PLCL19718"
"PLCL19726",2232,0,2862,0,0,0,0,4692,2116,5290,3174,0,0,0,56910,1109,1109,0,0,0,0,0,0,0,0,0,0,0,5080,2612,2346,0,0,0,0,0,0,0,0,0,18970,37940,0,8670,25560,2308,0,0,0,49848,35560,0,0,0,620,0,1110,620,5760,2346,2346,0,0,1521,0,21200,0,0,0,0,0,0,0,0,715,0,0,18970,18970,0,8640,0,0,0,3549,0,0,529,0,954,529,0,868,0,4178,7672,0,0,0,0,0,0,0,0,6678,0,0,0,0,0,0,0,0,0,0,0,0,0,5720,6830,0,2136,2308,0,0,0,0,0,0,4728,0,0,13476,3288,2176,0,5208,0,0,0,0,13510,2228,0,0,8950,0,0,0,13410,0,0,4136,0,0,0,0,20650,0,0,4158,0,0,0,5920,15110,0,0,34120,0,0,0,9730,0,0,4136,2068,0,"PLCL19726"
"PLCL19730",0,0,1749,0,0,8352,0,5940,6000,6070,9000,0,0,0,0,0,0,4660,0,11730,0,0,0,3036,0,0,0,0,0,3096,2970,0,0,0,0,0,1518,1518,4458,0,0,0,0,10442,6084,0,5960,2920,0,89940,26640,0,0,0,627,0,7223,627,0,2970,2970,0,1754,0,0,5070,0,0,0,0,0,0,0,0,0,2121,0,0,0,0,0,0,7016,0,0,2972,0,1500,0,583,607,0,0,12390,7909,0,0,2972,0,0,0,0,0,0,4081,1168,45140,0,0,0,1282,0,0,0,0,0,0,0,0,0,0,2830,0,0,66410,0,11888,4949,0,4576,0,0,0,0,29320,5240,0,0,0,0,0,0,0,0,0,7530,0,0,0,0,0,17450,0,0,0,0,0,0,0,0,4470,0,0,0,0,0,0,0,0,0,769700,0,0,5100,12528,0,0,0,"PLCL19730"
"PLCL19866",0,41594,2916,1594,0,0,0,4560,15024,15910,30916,0,0,0,0,0,0,0,0,3556,10320,0,0,0,0,0,0,0,15650,1720,2280,0,0,0,8864,0,0,0,23526,1247,0,0,0,10548,56040,2792,3388,0,0,118140,40730,0,0,0,678,0,63020,678,7756,2280,6232,0,0,3951,0,16500,0,11210,5928,0,2420,9180,0,0,851,10194,0,0,0,0,11634,0,0,0,9219,15684,0,4594,0,972,1591,0,0,10730,5037,0,0,7224,0,0,0,0,0,0,6804,0,0,0,0,0,0,0,0,0,0,0,0,0,6808,0,0,7422,2792,0,18760,0,28896,23786,6376,11752,0,0,0,0,7908,13488,0,0,0,0,0,0,2436,6140,0,14230,3630,0,0,8100,0,42210,0,0,0,0,0,0,0,0,18930,0,0,0,12360,167300,0,0,0,0,19750,4916,0,0,0,0,0,0,"PLCL19866"
"PLCL19942",0,34025,2085,0,0,9736,0,6156,1954,0,7816,0,0,9858,0,0,0,8946,0,23890,0,0,0,2524,0,0,0,0,0,2412,3078,0,0,0,0,0,1262,1262,0,0,0,0,0,8994,3368,0,1888,3180,0,57414,44450,0,0,0,562,0,2311,562,0,3078,3078,0,0,0,0,0,0,0,0,0,0,6168,0,0,675,12778,0,0,0,0,0,0,0,0,0,0,5488,977,0,695,0,0,0,23950,7225,0,0,21440,0,0,0,0,0,0,4865,1272,5300,0,0,0,0,512,0,0,0,0,0,0,5400,0,0,1766,0,0,105500,0,85760,7777,0,0,0,0,0,0,3864,0,0,0,0,0,0,0,0,0,0,6950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3768,1372,0,0,8430,37030,5120,0,0,0,232800,2212,0,0,14604,0,0,0,"PLCL19942"
"PLCL19947_1",0,0,1695,1070,0,0,0,5452,1124,11610,4496,3096,0,0,2550,0,0,0,0,0,0,0,2064,0,2064,0,0,0,13830,2880,2726,1032,0,2064,0,0,0,0,0,0,850,1700,0,10942,8636,2320,1520,3935,0,104940,46480,0,23766,0,0,0,8709,0,18500,2726,2726,0,0,13359,0,11690,0,0,0,0,0,0,6069,0,5740,3216,3072,850,850,0,27750,0,0,0,31171,0,0,562,0,565,1161,0,0,0,7115,0,0,1476,0,0,0,0,15844,0,3955,1574,0,0,0,0,0,0,0,0,1881,0,1254,3135,45920,0,0,2698,2320,0,0,0,5904,7504,4280,0,0,8970,0,0,8768,5936,0,4608,0,0,0,12140,4508,0,0,5430,0,0,0,74270,0,5190,51640,0,0,0,0,31330,30690,0,5280,0,0,0,0,140700,0,0,0,0,0,5620,25760,0,0,51640,25820,0,"PLCL19947_1"
"PLCL19988",0,11354,2538,0,0,0,0,5312,3248,16150,4872,0,0,0,0,0,0,0,0,1217,0,0,0,0,0,0,0,0,13390,3412,2656,0,0,0,4480,0,0,0,0,0,0,0,0,9760,20896,2060,1472,3300,0,106980,44350,0,0,0,739,0,35030,739,20244,2656,2656,0,0,2394,0,15510,0,5310,0,0,0,0,0,0,2894,2418,0,0,0,0,30366,0,0,0,5586,0,0,812,0,846,1615,0,0,0,4928,0,0,8510,0,0,0,0,0,0,5922,1320,0,0,0,0,0,0,0,0,0,0,0,0,23152,0,0,9266,2060,0,0,0,34040,5642,0,18264,0,0,1394,0,24152,8344,0,0,0,0,0,0,9300,0,0,14570,0,0,0,0,0,31270,11724,0,0,0,9600,11000,0,0,16260,0,0,0,23080,115800,0,0,0,0,0,3504,8790,0,0,11724,5862,0,"PLCL19988"
"PLCL19990",0,29057,2652,2102,0,0,0,6684,35840,45210,53760,0,0,2648,1590,0,0,0,0,2770,8352,0,0,0,0,0,0,0,25680,4532,4882,0,0,0,16016,0,0,0,103380,908,530,1060,0,10490,35224,3076,7378,0,0,301980,34770,0,0,0,763,0,13160,763,15988,3650,20074,0,0,3930,0,36060,0,23640,25560,0,0,0,0,0,0,9666,0,530,530,0,23982,0,0,0,9170,68920,6656,8960,0,884,4521,0,0,0,6072,0,0,14826,0,0,0,0,0,0,6188,0,0,0,1236,7980,0,0,2452,9930,0,4944,0,0,0,0,0,20660,3076,0,0,0,59304,22554,8408,18728,0,0,0,0,15512,22184,0,0,0,0,0,0,0,5910,0,7060,0,0,0,13660,0,60450,13160,0,0,0,0,12700,9090,0,19902,1664,0,0,13220,88040,0,0,0,0,0,5948,8000,0,0,13160,6580,0,"PLCL19990"
"PLCL19991",0,0,2631,1034,0,0,0,6543,4352,29900,6528,0,0,0,0,0,0,0,0,0,3648,0,0,0,0,0,0,0,7430,2608,4634,0,0,0,0,0,0,0,19398,0,0,0,0,8360,52160,0,8670,3310,0,175500,16390,0,0,0,711,0,1521,711,3272,3544,2999,0,0,3300,0,22430,0,0,0,0,0,0,0,0,0,4233,0,0,0,0,4908,0,0,0,7700,12932,0,1088,0,877,2990,0,0,0,3537,0,0,5222,0,0,0,0,0,0,6139,1324,0,0,0,0,0,0,25164,0,0,0,0,0,0,0,0,13454,0,0,0,0,20888,9877,4136,43512,0,0,0,0,4136,4328,0,0,0,0,0,0,8084,0,0,7740,0,0,0,11190,0,118200,2656,0,0,0,0,0,0,0,25290,0,0,0,23210,54890,0,0,0,0,0,4720,0,0,0,2656,1328,0,"PLCL19991"
"PLCL19995",0,53433,2283,4708,0,2524,781,5608,2536,16110,3804,0,0,7860,0,0,0,18263,0,44120,9672,0,0,2916,0,0,0,0,23210,8620,2804,0,0,0,8848,0,1458,1458,0,1521,0,0,0,10222,17940,0,6208,0,0,101460,36860,0,0,0,604,944,4817,604,0,2804,2804,0,0,2205,0,5130,0,43290,0,0,0,7458,8211,0,1093,35518,0,0,0,2343,0,4686,0,0,5145,0,0,634,0,761,1611,0,0,1121,6804,0,0,9954,0,0,85240,0,0,0,5327,0,0,0,1684,0,0,0,0,0,4920,6736,3280,8200,8744,0,0,10408,0,0,227200,0,39816,56812,18832,0,0,0,0,0,13140,14040,0,0,0,0,1360,8540,0,0,0,6300,0,0,0,42110,23532,0,0,0,0,0,0,64950,0,0,9342,0,0,0,34920,31690,0,0,0,0,850400,0,8540,6410,3786,0,0,0,"PLCL19995"
"PLCL19997",0,0,2109,0,0,0,0,5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904,0,0,0,0,0,0,0,0,0,0,0,0,10888,24692,0,4788,0,0,22242,27560,0,0,0,0,0,35940,0,4384,2904,2904,0,0,0,0,11060,0,0,0,0,4204,18042,0,0,1891,0,0,0,0,0,6576,0,0,0,0,0,0,0,0,703,0,0,0,0,7242,0,0,6286,0,0,0,0,0,0,4921,0,0,0,0,0,0,0,0,0,0,0,0,0,15128,0,0,1472,0,0,0,0,30504,0,0,11296,0,0,0,0,78612,0,0,0,0,0,0,0,0,0,0,7200,6306,0,0,0,0,36560,0,0,0,0,4232,8390,0,0,5454,0,0,0,0,239600,0,0,0,0,0,0,9750,0,0,0,0,0,"PLCL19997"
"PLCL19999",0,29845,3090,0,0,23932,0,4932,2064,7700,3096,0,0,0,0,0,0,7016,0,37180,6540,0,0,2560,0,0,0,0,11620,1090,2466,0,0,0,4080,0,1280,1280,0,650,0,0,0,8532,5904,0,2280,0,769,55656,31390,0,0,0,564,0,14080,564,2072,2466,2466,0,0,2034,0,8740,0,6580,0,0,0,0,0,0,3625,5820,2248,0,0,0,3108,0,0,0,4746,0,0,516,0,1030,770,0,0,45370,3091,0,0,3778,0,0,0,0,0,0,7210,0,0,1536,0,0,0,4771,0,0,0,0,0,0,29000,0,0,4794,0,0,54430,0,15112,13580,0,0,0,13270,0,0,15816,8856,0,3372,6921,0,0,0,0,0,0,6850,0,0,0,0,0,0,22768,0,0,0,0,24750,0,0,7482,0,0,0,6890,60510,47710,0,0,0,288300,0,6470,0,35898,22768,11384,0,"PLCL19999"
