sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
9002000001399430LL,EGAN00001374251,SAMEA3886026,EGAR00001420679,EGAX00001383575,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001399449LL,EGAN00001374147,SAMEA3885922,EGAR00001420680,EGAX00001383576,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001399800LL,EGAN00001374566,SAMEA3886341,EGAR00001420681,EGAX00001383577,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001399940LL,EGAN00001374342,SAMEA3886117,EGAR00001420682,EGAX00001383578,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001400540LL,EGAN00001374618,SAMEA3886393,EGAR00001420683,EGAX00001383579,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001400764LL,EGAN00001374040,SAMEA3885815,EGAR00001420684,EGAX00001383580,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001400826LL,EGAN00001374129,SAMEA3885904,EGAR00001420685,EGAX00001383581,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001400933LL,EGAN00001373998,SAMEA3885773,EGAR00001420686,EGAX00001383582,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001401140LL,EGAN00001373560,SAMEA3885335,EGAR00001420687,EGAX00001383583,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001401313LL,EGAN00001373978,SAMEA3885753,EGAR00001420688,EGAX00001383584,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001401430LL,EGAN00001373887,SAMEA3885662,EGAR00001420689,EGAX00001383585,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001401450LL,EGAN00001373593,SAMEA3885368,EGAR00001420690,EGAX00001383586,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001401743LL,EGAN00001374370,SAMEA3886145,EGAR00001420691,EGAX00001383587,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001402221LL,EGAN00001374547,SAMEA3886322,EGAR00001420692,EGAX00001383588,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001402491LL,EGAN00001374182,SAMEA3885957,EGAR00001420693,EGAX00001383589,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001402624LL,EGAN00001374480,SAMEA3886255,EGAR00001420694,EGAX00001383590,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001402970LL,EGAN00001373790,SAMEA3885565,EGAR00001420695,EGAX00001383591,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001402983LL,EGAN00001374038,SAMEA3885813,EGAR00001420696,EGAX00001383592,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001403309LL,EGAN00001374581,SAMEA3886356,EGAR00001420697,EGAX00001383593,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001403452LL,EGAN00001374482,SAMEA3886257,EGAR00001420698,EGAX00001383594,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001404066LL,EGAN00001374477,SAMEA3886252,EGAR00001420699,EGAX00001383595,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001404594LL,EGAN00001374211,SAMEA3885986,EGAR00001420700,EGAX00001383596,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001405018LL,EGAN00001374500,SAMEA3886275,EGAR00001420701,EGAX00001383597,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001405564LL,EGAN00001374381,SAMEA3886156,EGAR00001420702,EGAX00001383598,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001405958LL,EGAN00001373830,SAMEA3885605,EGAR00001420703,EGAX00001383599,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001406060LL,EGAN00001373941,SAMEA3885716,EGAR00001420704,EGAX00001383600,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001406340LL,EGAN00001373858,SAMEA3885633,EGAR00001420705,EGAX00001383601,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001406680LL,EGAN00001374435,SAMEA3886210,EGAR00001420706,EGAX00001383602,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001406700LL,EGAN00001374066,SAMEA3885841,EGAR00001420707,EGAX00001383603,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001406893LL,EGAN00001374144,SAMEA3885919,EGAR00001420708,EGAX00001383604,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001407430LL,EGAN00001374042,SAMEA3885817,EGAR00001420709,EGAX00001383605,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001407620LL,EGAN00001374292,SAMEA3886067,EGAR00001420710,EGAX00001383606,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001407774LL,EGAN00001373902,SAMEA3885677,EGAR00001420711,EGAX00001383607,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001408172LL,EGAN00001374205,SAMEA3885980,EGAR00001420712,EGAX00001383608,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001408181LL,EGAN00001373744,SAMEA3885519,EGAR00001420713,EGAX00001383609,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001408388LL,EGAN00001374560,SAMEA3886335,EGAR00001420714,EGAX00001383610,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001408575LL,EGAN00001374090,SAMEA3885865,EGAR00001420715,EGAX00001383611,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001409509LL,EGAN00001373804,SAMEA3885579,EGAR00001420716,EGAX00001383612,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001409625LL,EGAN00001374039,SAMEA3885814,EGAR00001420717,EGAX00001383613,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001409895LL,EGAN00001374012,SAMEA3885787,EGAR00001420718,EGAX00001383614,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001410009LL,EGAN00001374407,SAMEA3886182,EGAR00001420719,EGAX00001383615,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001410321LL,EGAN00001373595,SAMEA3885370,EGAR00001420720,EGAX00001383616,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001410650LL,EGAN00001374035,SAMEA3885810,EGAR00001420721,EGAX00001383617,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001410920LL,EGAN00001374194,SAMEA3885969,EGAR00001420722,EGAX00001383618,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001411006LL,EGAN00001374109,SAMEA3885884,EGAR00001420723,EGAX00001383619,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001411015LL,EGAN00001373890,SAMEA3885665,EGAR00001420724,EGAX00001383620,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001411196LL,EGAN00001374514,SAMEA3886289,EGAR00001420725,EGAX00001383621,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001411392LL,EGAN00001374541,SAMEA3886316,EGAR00001420726,EGAX00001383622,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001411679LL,EGAN00001373658,SAMEA3885433,EGAR00001420727,EGAX00001383623,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001411900LL,EGAN00001374605,SAMEA3886380,EGAR00001420728,EGAX00001383624,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001412150LL,EGAN00001374092,SAMEA3885867,EGAR00001420729,EGAX00001383625,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001412424LL,EGAN00001374658,SAMEA3886433,EGAR00001420730,EGAX00001383626,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001412522LL,EGAN00001373646,SAMEA3885421,EGAR00001420731,EGAX00001383627,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001412872LL,EGAN00001374051,SAMEA3885826,EGAR00001420732,EGAX00001383628,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001413397LL,EGAN00001374434,SAMEA3886209,EGAR00001420733,EGAX00001383629,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001413539LL,EGAN00001374032,SAMEA3885807,EGAR00001420734,EGAX00001383630,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001413750LL,EGAN00001374608,SAMEA3886383,EGAR00001420735,EGAX00001383631,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001413760LL,EGAN00001374561,SAMEA3886336,EGAR00001420736,EGAX00001383632,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001414035LL,EGAN00001374056,SAMEA3885831,EGAR00001420737,EGAX00001383633,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001414420LL,EGAN00001373977,SAMEA3885752,EGAR00001420738,EGAX00001383634,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001414966LL,EGAN00001374460,SAMEA3886235,EGAR00001420739,EGAX00001383635,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001415020LL,EGAN00001374117,SAMEA3885892,EGAR00001420740,EGAX00001383636,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001415560LL,EGAN00001373992,SAMEA3885767,EGAR00001420741,EGAX00001383637,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001415730LL,EGAN00001374392,SAMEA3886167,EGAR00001420742,EGAX00001383638,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001415940LL,EGAN00001373899,SAMEA3885674,EGAR00001420743,EGAX00001383639,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001416640LL,EGAN00001374412,SAMEA3886187,EGAR00001420744,EGAX00001383640,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001416675LL,EGAN00001373662,SAMEA3885437,EGAR00001420745,EGAX00001383641,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001417270LL,EGAN00001374104,SAMEA3885879,EGAR00001420746,EGAX00001383642,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001417970LL,EGAN00001374220,SAMEA3885995,EGAR00001420747,EGAX00001383643,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001418010LL,EGAN00001373703,SAMEA3885478,EGAR00001420748,EGAX00001383644,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001418633LL,EGAN00001374633,SAMEA3886408,EGAR00001420749,EGAX00001383645,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001418830LL,EGAN00001374345,SAMEA3886120,EGAR00001420750,EGAX00001383646,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001418974LL,EGAN00001373942,SAMEA3885717,EGAR00001420751,EGAX00001383647,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001419370LL,EGAN00001374582,SAMEA3886357,EGAR00001420752,EGAX00001383648,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001419443LL,EGAN00001374015,SAMEA3885790,EGAR00001420753,EGAX00001383649,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001419720LL,EGAN00001374498,SAMEA3886273,EGAR00001420754,EGAX00001383650,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001419730LL,EGAN00001373924,SAMEA3885699,EGAR00001420755,EGAX00001383651,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001420140LL,EGAN00001373932,SAMEA3885707,EGAR00001420756,EGAX00001383652,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001420408LL,EGAN00001374630,SAMEA3886405,EGAR00001420757,EGAX00001383653,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001420800LL,EGAN00001374024,SAMEA3885799,EGAR00001420758,EGAX00001383654,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001420847LL,EGAN00001373996,SAMEA3885771,EGAR00001420759,EGAX00001383655,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001421030LL,EGAN00001374476,SAMEA3886251,EGAR00001420760,EGAX00001383656,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001421399LL,EGAN00001374617,SAMEA3886392,EGAR00001420761,EGAX00001383657,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001421675LL,EGAN00001374553,SAMEA3886328,EGAR00001420762,EGAX00001383658,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001421826LL,EGAN00001374061,SAMEA3885836,EGAR00001420763,EGAX00001383659,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001421850LL,EGAN00001374173,SAMEA3885948,EGAR00001420764,EGAX00001383660,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001422117LL,EGAN00001373697,SAMEA3885472,EGAR00001420765,EGAX00001383661,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001422322LL,EGAN00001374588,SAMEA3886363,EGAR00001420766,EGAX00001383662,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001422370LL,EGAN00001374334,SAMEA3886109,EGAR00001420767,EGAX00001383663,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001422430LL,EGAN00001374249,SAMEA3886024,EGAR00001420768,EGAX00001383664,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001422663LL,EGAN00001374002,SAMEA3885777,EGAR00001420769,EGAX00001383665,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001423517LL,EGAN00001374579,SAMEA3886354,EGAR00001420770,EGAX00001383666,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001423590LL,EGAN00001374343,SAMEA3886118,EGAR00001420771,EGAX00001383667,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001423894LL,EGAN00001374672,SAMEA3886447,EGAR00001420772,EGAX00001383668,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001423910LL,EGAN00001374313,SAMEA3886088,EGAR00001420773,EGAX00001383669,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001423970LL,EGAN00001374105,SAMEA3885880,EGAR00001420774,EGAX00001383670,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001424256LL,EGAN00001374115,SAMEA3885890,EGAR00001420775,EGAX00001383671,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001424416LL,EGAN00001374386,SAMEA3886161,EGAR00001420776,EGAX00001383672,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001424425LL,EGAN00001374573,SAMEA3886348,EGAR00001420777,EGAX00001383673,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001424800LL,EGAN00001374198,SAMEA3885973,EGAR00001420778,EGAX00001383674,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001424962LL,EGAN00001373782,SAMEA3885557,EGAR00001420779,EGAX00001383675,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001425146LL,EGAN00001373618,SAMEA3885393,EGAR00001420780,EGAX00001383676,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001425244LL,EGAN00001374671,SAMEA3886446,EGAR00001420781,EGAX00001383677,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001425650LL,EGAN00001374029,SAMEA3885804,EGAR00001420782,EGAX00001383678,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001426018LL,EGAN00001374085,SAMEA3885860,EGAR00001420783,EGAX00001383679,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001426090LL,EGAN00001373751,SAMEA3885526,EGAR00001420784,EGAX00001383680,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001426370LL,EGAN00001373774,SAMEA3885549,EGAR00001420785,EGAX00001383681,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001426386LL,EGAN00001373546,SAMEA3885321,EGAR00001420786,EGAX00001383682,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001426640LL,EGAN00001374387,SAMEA3886162,EGAR00001420787,EGAX00001383683,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001426789LL,EGAN00001373990,SAMEA3885765,EGAR00001420788,EGAX00001383684,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001426896LL,EGAN00001374113,SAMEA3885888,EGAR00001420789,EGAX00001383685,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001427211LL,EGAN00001374329,SAMEA3886104,EGAR00001420790,EGAX00001383686,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001427400LL,EGAN00001373603,SAMEA3885378,EGAR00001420791,EGAX00001383687,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001427580LL,EGAN00001373574,SAMEA3885349,EGAR00001420792,EGAX00001383688,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001427900LL,EGAN00001374622,SAMEA3886397,EGAR00001420793,EGAX00001383689,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001428390LL,EGAN00001374193,SAMEA3885968,EGAR00001420794,EGAX00001383690,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001428569LL,EGAN00001374595,SAMEA3886370,EGAR00001420795,EGAX00001383691,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001428590LL,EGAN00001374216,SAMEA3885991,EGAR00001420796,EGAX00001383692,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001428792LL,EGAN00001374199,SAMEA3885974,EGAR00001420797,EGAX00001383693,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001429010LL,EGAN00001374068,SAMEA3885843,EGAR00001420798,EGAX00001383694,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001429200LL,EGAN00001373577,SAMEA3885352,EGAR00001420799,EGAX00001383695,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001429619LL,EGAN00001374378,SAMEA3886153,EGAR00001420800,EGAX00001383696,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001429889LL,EGAN00001374544,SAMEA3886319,EGAR00001420801,EGAX00001383697,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001430182LL,EGAN00001374057,SAMEA3885832,EGAR00001420802,EGAX00001383698,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001431018LL,EGAN00001374075,SAMEA3885850,EGAR00001420803,EGAX00001383699,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001431520LL,EGAN00001374495,SAMEA3886270,EGAR00001420804,EGAX00001383700,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001432202LL,EGAN00001374274,SAMEA3886049,EGAR00001420805,EGAX00001383701,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001432310LL,EGAN00001373934,SAMEA3885709,EGAR00001420806,EGAX00001383702,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001433255LL,EGAN00001373980,SAMEA3885755,EGAR00001420807,EGAX00001383703,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001433400LL,EGAN00001374176,SAMEA3885951,EGAR00001420808,EGAX00001383704,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001433620LL,EGAN00001373571,SAMEA3885346,EGAR00001420809,EGAX00001383705,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001433630LL,EGAN00001374352,SAMEA3886127,EGAR00001420810,EGAX00001383706,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001433694LL,EGAN00001374225,SAMEA3886000,EGAR00001420811,EGAX00001383707,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001434163LL,EGAN00001374599,SAMEA3886374,EGAR00001420812,EGAX00001383708,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001434314LL,EGAN00001374045,SAMEA3885820,EGAR00001420813,EGAX00001383709,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001434682LL,EGAN00001373791,SAMEA3885566,EGAR00001420814,EGAX00001383710,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001435151LL,EGAN00001374101,SAMEA3885876,EGAR00001420815,EGAX00001383711,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001435296LL,EGAN00001373724,SAMEA3885499,EGAR00001420816,EGAX00001383712,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001435550LL,EGAN00001374248,SAMEA3886023,EGAR00001420817,EGAX00001383713,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001435670LL,EGAN00001373627,SAMEA3885402,EGAR00001420818,EGAX00001383714,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001435740LL,EGAN00001373615,SAMEA3885390,EGAR00001420819,EGAX00001383715,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001435877LL,EGAN00001374243,SAMEA3886018,EGAR00001420820,EGAX00001383716,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001436220LL,EGAN00001374593,SAMEA3886368,EGAR00001420821,EGAX00001383717,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001436794LL,EGAN00001374493,SAMEA3886268,EGAR00001420822,EGAX00001383718,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001437192LL,EGAN00001374098,SAMEA3885873,EGAR00001420823,EGAX00001383719,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001437503LL,EGAN00001374023,SAMEA3885798,EGAR00001420824,EGAX00001383720,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001437746LL,EGAN00001374557,SAMEA3886332,EGAR00001420825,EGAX00001383721,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001437906LL,EGAN00001374009,SAMEA3885784,EGAR00001420826,EGAX00001383722,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001438055LL,EGAN00001374095,SAMEA3885870,EGAR00001420827,EGAX00001383723,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001438180LL,EGAN00001374610,SAMEA3886385,EGAR00001420828,EGAX00001383724,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001438430LL,EGAN00001374088,SAMEA3885863,EGAR00001420829,EGAX00001383725,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001438470LL,EGAN00001374563,SAMEA3886338,EGAR00001420830,EGAX00001383726,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001438940LL,EGAN00001373585,SAMEA3885360,EGAR00001420831,EGAX00001383727,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001439197LL,EGAN00001374224,SAMEA3885999,EGAR00001420832,EGAX00001383728,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001439301LL,EGAN00001374367,SAMEA3886142,EGAR00001420833,EGAX00001383729,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001439366LL,EGAN00001374307,SAMEA3886082,EGAR00001420834,EGAX00001383730,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001439526LL,EGAN00001374315,SAMEA3886090,EGAR00001420835,EGAX00001383731,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001439850LL,EGAN00001373935,SAMEA3885710,EGAR00001420836,EGAX00001383732,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001440133LL,EGAN00001374027,SAMEA3885802,EGAR00001420837,EGAX00001383733,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001440550LL,EGAN00001374400,SAMEA3886175,EGAR00001420838,EGAX00001383734,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001440607LL,EGAN00001373731,SAMEA3885506,EGAR00001420839,EGAX00001383735,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001440650LL,EGAN00001373711,SAMEA3885486,EGAR00001420840,EGAX00001383736,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001440830LL,EGAN00001373548,SAMEA3885323,EGAR00001420841,EGAX00001383737,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001440886LL,EGAN00001374612,SAMEA3886387,EGAR00001420842,EGAX00001383738,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001441150LL,EGAN00001373940,SAMEA3885715,EGAR00001420843,EGAX00001383739,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001441266LL,EGAN00001373642,SAMEA3885417,EGAR00001420844,EGAX00001383740,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001441533LL,EGAN00001374069,SAMEA3885844,EGAR00001420845,EGAX00001383741,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001442595LL,EGAN00001374133,SAMEA3885908,EGAR00001420846,EGAX00001383742,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001443070LL,EGAN00001373950,SAMEA3885725,EGAR00001420847,EGAX00001383743,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001443171LL,EGAN00001373601,SAMEA3885376,EGAR00001420848,EGAX00001383744,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001443600LL,EGAN00001373708,SAMEA3885483,EGAR00001420849,EGAX00001383745,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001443716LL,EGAN00001373712,SAMEA3885487,EGAR00001420850,EGAX00001383746,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001443799LL,EGAN00001374591,SAMEA3886366,EGAR00001420851,EGAX00001383747,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001444007LL,EGAN00001374319,SAMEA3886094,EGAR00001420852,EGAX00001383748,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001444366LL,EGAN00001374138,SAMEA3885913,EGAR00001420853,EGAX00001383749,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001444393LL,EGAN00001374099,SAMEA3885874,EGAR00001420854,EGAX00001383750,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001444419LL,EGAN00001374639,SAMEA3886414,EGAR00001420855,EGAX00001383751,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001444870LL,EGAN00001373951,SAMEA3885726,EGAR00001420856,EGAX00001383752,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001445087LL,EGAN00001374064,SAMEA3885839,EGAR00001420857,EGAX00001383753,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001445194LL,EGAN00001373974,SAMEA3885749,EGAR00001420858,EGAX00001383754,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001445318LL,EGAN00001374142,SAMEA3885917,EGAR00001420859,EGAX00001383755,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001445425LL,EGAN00001374558,SAMEA3886333,EGAR00001420860,EGAX00001383756,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001445668LL,EGAN00001374026,SAMEA3885801,EGAR00001420861,EGAX00001383757,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001445837LL,EGAN00001373793,SAMEA3885568,EGAR00001420862,EGAX00001383758,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001446502LL,EGAN00001374114,SAMEA3885889,EGAR00001420863,EGAX00001383759,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001446520LL,EGAN00001373619,SAMEA3885394,EGAR00001420864,EGAX00001383760,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001446594LL,EGAN00001374122,SAMEA3885897,EGAR00001420865,EGAX00001383761,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001446807LL,EGAN00001374016,SAMEA3885791,EGAR00001420866,EGAX00001383762,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001447036LL,EGAN00001374097,SAMEA3885872,EGAR00001420867,EGAX00001383763,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001447100LL,EGAN00001373986,SAMEA3885761,EGAR00001420868,EGAX00001383764,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001447386LL,EGAN00001374110,SAMEA3885885,EGAR00001420869,EGAX00001383765,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001447564LL,EGAN00001374620,SAMEA3886395,EGAR00001420870,EGAX00001383766,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001447626LL,EGAN00001373776,SAMEA3885551,EGAR00001420871,EGAX00001383767,EGAS00001001704,ENA-CHECKLIST=ERC000026
